transaction_id,customer_id,product_id,date,quantity,price_per_unit,name,gender,age,location,product_name,category,cost_per_unit,total_amount,total_cost,profit,month
T0546,C022,P002,2023-11-18,4,22.61,Brenda Fry,M,55,North Steve,Widget B,Electronics,12.0,90.44,48.0,42.44,2023-11
T0547,C011,P005,2023-03-08,3,29.55,John Robinson,M,28,East Wayne,Tool Z,Outdoors,15.0,88.65,45.0,43.650000000000006,2023-03
T0548,C049,P005,2023-09-15,4,26.02,Heather Hood MD,M,19,Dominguezberg,Tool Z,Outdoors,15.0,104.08,60.0,44.08,2023-09
T0549,C088,P002,2023-02-11,1,18.3,Frank Bennett,F,42,Lewisport,Widget B,Electronics,12.0,18.3,12.0,6.300000000000001,2023-02
T0550,C064,P005,2023-09-23,3,28.76,April Guzman,F,23,Lake Melissa,Tool Z,Outdoors,15.0,86.28,45.0,41.28,2023-09
T0551,C019,P002,2023-06-11,3,20.48,Jason Davis,F,41,New Jessicafort,Widget B,Electronics,12.0,61.44,36.0,25.439999999999998,2023-06
T0552,C060,P003,2023-12-07,1,6.83,Valerie Jones,M,53,New Alexander,Gadget X,Home,5.0,6.83,5.0,1.83,2023-12
T0553,C059,P003,2023-12-29,3,6.49,Shane Cruz,F,34,Jasonside,Gadget X,Home,5.0,19.47,15.0,4.469999999999999,2023-12
T0554,C086,P001,2023-03-06,3,11.67,Isaac Doyle,F,41,Gardnermouth,Widget A,Electronics,7.0,35.01,21.0,14.009999999999998,2023-03
T0555,C060,P003,2023-01-25,4,8.82,Valerie Jones,M,53,New Alexander,Gadget X,Home,5.0,35.28,20.0,15.280000000000001,2023-01
T0556,C087,P005,2023-09-15,1,27.81,Margaret Morales,F,43,West Michaela,Tool Z,Outdoors,15.0,27.81,15.0,12.809999999999999,2023-09
T0557,C021,P001,2023-06-24,4,10.28,Anna Lamb,M,47,Lake Karenchester,Widget A,Electronics,7.0,41.12,28.0,13.119999999999997,2023-06
T0558,C057,P003,2023-12-11,3,7.52,Mrs. Patricia Williams,F,52,Reevesfurt,Gadget X,Home,5.0,22.56,15.0,7.559999999999999,2023-12
T0559,C076,P003,2023-08-04,3,6.14,Kim Larson,M,32,Oliviamouth,Gadget X,Home,5.0,18.419999999999998,15.0,3.419999999999998,2023-08
T0560,C082,P004,2023-01-25,4,13.59,Christopher Hawkins,M,33,South Andrewport,Gadget Y,Home,8.0,54.36,32.0,22.36,2023-01
T0561,C089,P003,2023-03-21,2,9.1,Louis Thompson,F,62,Elizabethchester,Gadget X,Home,5.0,18.2,10.0,8.2,2023-03
T0562,C059,P003,2023-06-23,1,7.74,Shane Cruz,F,34,Jasonside,Gadget X,Home,5.0,7.74,5.0,2.74,2023-06
T0563,C026,P004,2023-08-04,4,11.0,Nicole Reid,M,29,Katherineville,Gadget Y,Home,8.0,44.0,32.0,12.0,2023-08
T0564,C062,P001,2023-06-10,2,12.68,Brenda Lee,M,21,Cooperberg,Widget A,Electronics,7.0,25.36,14.0,11.36,2023-06
T0565,C031,P004,2023-02-25,4,10.33,Lindsay Gilbert,F,59,Deniseberg,Gadget Y,Home,8.0,41.32,32.0,9.32,2023-02
T0566,C074,P003,2023-12-18,2,7.95,Michael Thompson,F,31,North Henryburgh,Gadget X,Home,5.0,15.9,10.0,5.9,2023-12
T0567,C074,P003,2023-07-06,2,7.88,Michael Thompson,F,31,North Henryburgh,Gadget X,Home,5.0,15.76,10.0,5.76,2023-07
T0568,C090,P003,2023-03-27,4,7.7,Mr. Johnathan Stone MD,M,58,Abbottmouth,Gadget X,Home,5.0,30.8,20.0,10.8,2023-03
T0569,C003,P004,2023-09-09,3,12.88,Erika Wiley,F,32,New John,Gadget Y,Home,8.0,38.64,24.0,14.64,2023-09
T0570,C036,P001,2023-08-23,1,11.43,Kimberly Cross,M,61,South Reginald,Widget A,Electronics,7.0,11.43,7.0,4.43,2023-08
T0571,C073,P001,2023-11-13,1,10.65,Mary Clark,F,53,Holdentown,Widget A,Electronics,7.0,10.65,7.0,3.6500000000000004,2023-11
T0572,C078,P004,2023-12-02,1,10.49,Deanna Green,M,31,New Christopher,Gadget Y,Home,8.0,10.49,8.0,2.49,2023-12
T0573,C037,P002,2023-01-26,3,18.45,Crystal Cox,F,20,Carrilloland,Widget B,Electronics,12.0,55.349999999999994,36.0,19.349999999999994,2023-01
T0574,C078,P003,2023-03-18,2,8.1,Deanna Green,M,31,New Christopher,Gadget X,Home,5.0,16.2,10.0,6.199999999999999,2023-03
T0575,C029,P002,2023-07-22,1,21.04,Danielle Parker,M,42,South Richardport,Widget B,Electronics,12.0,21.04,12.0,9.04,2023-07
T0576,C080,P003,2023-09-30,1,6.07,Dylan Wright,F,57,Lake Ericfurt,Gadget X,Home,5.0,6.07,5.0,1.0700000000000003,2023-09
T0577,C087,P002,2023-12-15,2,19.48,Margaret Morales,F,43,West Michaela,Widget B,Electronics,12.0,38.96,24.0,14.96,2023-12
T0578,C081,P001,2023-08-11,2,11.63,Mario Olson,F,38,Perezshire,Widget A,Electronics,7.0,23.26,14.0,9.260000000000002,2023-08
T0579,C081,P001,2023-04-16,2,8.78,Mario Olson,F,38,Perezshire,Widget A,Electronics,7.0,17.56,14.0,3.5599999999999987,2023-04
T0580,C040,P004,2023-09-27,1,13.77,Jerry Stephens,M,38,North Barry,Gadget Y,Home,8.0,13.77,8.0,5.77,2023-09
T0581,C005,P005,2023-02-14,2,26.64,Adam Webb,M,25,Cooperstad,Tool Z,Outdoors,15.0,53.28,30.0,23.28,2023-02
T0582,C047,P002,2023-01-14,1,14.51,Katherine Espinoza,F,26,South Gary,Widget B,Electronics,12.0,14.51,12.0,2.51,2023-01
T0583,C012,P003,2023-04-29,1,7.05,John Bright,M,41,Cynthiaburgh,Gadget X,Home,5.0,7.05,5.0,2.05,2023-04
T0584,C042,P004,2023-04-04,3,15.19,Christopher Hodges,F,56,North Heather,Gadget Y,Home,8.0,45.57,24.0,21.57,2023-04
T0585,C023,P002,2023-06-19,4,16.81,Olivia Powers,F,19,Ibarrafort,Widget B,Electronics,12.0,67.24,48.0,19.239999999999995,2023-06
T0586,C017,P005,2023-01-19,1,25.98,Todd Chavez,F,39,Austinburgh,Tool Z,Outdoors,15.0,25.98,15.0,10.98,2023-01
T0587,C047,P005,2023-10-25,3,24.88,Katherine Espinoza,F,26,South Gary,Tool Z,Outdoors,15.0,74.64,45.0,29.64,2023-10
T0588,C065,P003,2023-11-13,1,7.68,Sherry Stewart,F,59,Jordanburgh,Gadget X,Home,5.0,7.68,5.0,2.6799999999999997,2023-11
T0589,C022,P003,2023-12-14,4,9.08,Brenda Fry,M,55,North Steve,Gadget X,Home,5.0,36.32,20.0,16.32,2023-12
T0590,C062,P003,2023-09-02,2,6.19,Brenda Lee,M,21,Cooperberg,Gadget X,Home,5.0,12.38,10.0,2.380000000000001,2023-09
T0591,C096,P003,2023-09-25,4,9.83,Jennifer Mccoy,M,24,New Kristinmouth,Gadget X,Home,5.0,39.32,20.0,19.32,2023-09
T0592,C015,P004,2023-12-08,1,10.13,Jesse Garrett,M,41,South Danieltown,Gadget Y,Home,8.0,10.13,8.0,2.130000000000001,2023-12
T0593,C010,P002,2023-09-16,4,21.8,Todd Hughes,M,28,Territown,Widget B,Electronics,12.0,87.2,48.0,39.2,2023-09
T0594,C097,P002,2023-07-29,1,18.14,Jillian Gould,M,26,Port Angela,Widget B,Electronics,12.0,18.14,12.0,6.140000000000001,2023-07
T0595,C087,P004,2023-11-16,4,12.4,Margaret Morales,F,43,West Michaela,Gadget Y,Home,8.0,49.6,32.0,17.6,2023-11
T0596,C072,P003,2023-09-12,4,8.88,Ms. Brenda Williams DDS,F,27,Meyersbury,Gadget X,Home,5.0,35.52,20.0,15.520000000000003,2023-09
T0597,C012,P004,2023-02-07,3,13.51,John Bright,M,41,Cynthiaburgh,Gadget Y,Home,8.0,40.53,24.0,16.53,2023-02
T0598,C002,P003,2023-10-13,2,7.9,Samantha Valenzuela,M,46,Cynthiafurt,Gadget X,Home,5.0,15.8,10.0,5.800000000000001,2023-10
T0599,C069,P001,2023-03-22,3,13.74,Matthew Ortiz,M,43,Port Cherylmouth,Widget A,Electronics,7.0,41.22,21.0,20.22,2023-03
T0600,C059,P003,2023-07-12,2,8.93,Shane Cruz,F,34,Jasonside,Gadget X,Home,5.0,17.86,10.0,7.859999999999999,2023-07
T0601,C087,P003,2023-02-28,1,7.08,Margaret Morales,F,43,West Michaela,Gadget X,Home,5.0,7.08,5.0,2.08,2023-02
T0602,C075,P004,2023-03-03,3,11.28,Sean Mckenzie,M,48,Danielborough,Gadget Y,Home,8.0,33.839999999999996,24.0,9.839999999999996,2023-03
T0603,C082,P003,2023-07-21,3,9.37,Christopher Hawkins,M,33,South Andrewport,Gadget X,Home,5.0,28.11,15.0,13.11,2023-07
T0604,C014,P002,2023-02-09,1,19.17,Valerie Adkins,M,57,Kingville,Widget B,Electronics,12.0,19.17,12.0,7.170000000000002,2023-02
T0605,C061,P001,2023-01-16,1,9.27,Brad Smith,M,57,Ericaton,Widget A,Electronics,7.0,9.27,7.0,2.2699999999999996,2023-01
T0606,C080,P005,2023-12-10,1,27.25,Dylan Wright,F,57,Lake Ericfurt,Tool Z,Outdoors,15.0,27.25,15.0,12.25,2023-12
T0607,C042,P005,2023-11-24,1,22.13,Christopher Hodges,F,56,North Heather,Tool Z,Outdoors,15.0,22.13,15.0,7.129999999999999,2023-11
T0608,C029,P001,2023-11-26,4,12.48,Danielle Parker,M,42,South Richardport,Widget A,Electronics,7.0,49.92,28.0,21.92,2023-11
T0609,C082,P004,2023-06-18,1,14.11,Christopher Hawkins,M,33,South Andrewport,Gadget Y,Home,8.0,14.11,8.0,6.109999999999999,2023-06
T0610,C090,P003,2023-07-30,4,7.74,Mr. Johnathan Stone MD,M,58,Abbottmouth,Gadget X,Home,5.0,30.96,20.0,10.96,2023-07
T0611,C084,P004,2023-09-17,3,10.09,Toni Nixon,M,35,South Deborahburgh,Gadget Y,Home,8.0,30.27,24.0,6.27,2023-09
T0612,C015,P002,2023-07-11,2,22.07,Jesse Garrett,M,41,South Danieltown,Widget B,Electronics,12.0,44.14,24.0,20.14,2023-07
T0613,C006,P001,2023-12-30,4,13.82,Clinton Fuentes,M,38,Lake Josephberg,Widget A,Electronics,7.0,55.28,28.0,27.28,2023-12
T0614,C039,P004,2023-09-19,2,13.38,Jesus Dawson,F,24,New Jasmine,Gadget Y,Home,8.0,26.76,16.0,10.760000000000002,2023-09
T0615,C015,P001,2023-10-21,3,10.16,Jesse Garrett,M,41,South Danieltown,Widget A,Electronics,7.0,30.48,21.0,9.48,2023-10
T0616,C031,P005,2023-02-23,3,29.01,Lindsay Gilbert,F,59,Deniseberg,Tool Z,Outdoors,15.0,87.03,45.0,42.03,2023-02
T0617,C018,P004,2023-02-08,1,14.66,Caitlyn Collins,M,19,Bowersbury,Gadget Y,Home,8.0,14.66,8.0,6.66,2023-02
T0618,C059,P003,2023-05-14,1,7.78,Shane Cruz,F,34,Jasonside,Gadget X,Home,5.0,7.78,5.0,2.7800000000000002,2023-05
T0619,C086,P005,2023-03-25,3,19.04,Isaac Doyle,F,41,Gardnermouth,Tool Z,Outdoors,15.0,57.12,45.0,12.119999999999997,2023-03
T0620,C054,P005,2023-06-13,4,28.48,Michelle Padilla,F,61,Monicaland,Tool Z,Outdoors,15.0,113.92,60.0,53.92,2023-06
T0621,C096,P002,2023-04-12,4,20.53,Jennifer Mccoy,M,24,New Kristinmouth,Widget B,Electronics,12.0,82.12,48.0,34.120000000000005,2023-04
T0622,C054,P001,2023-10-12,1,12.09,Michelle Padilla,F,61,Monicaland,Widget A,Electronics,7.0,12.09,7.0,5.09,2023-10
T0623,C063,P005,2023-08-05,2,25.65,Wendy Walsh,M,19,Lake Lindsaystad,Tool Z,Outdoors,15.0,51.3,30.0,21.299999999999997,2023-08
T0624,C053,P003,2023-12-17,4,7.0,Michele Smith,F,24,Port Shawn,Gadget X,Home,5.0,28.0,20.0,8.0,2023-12
T0625,C005,P003,2023-04-22,1,8.59,Adam Webb,M,25,Cooperstad,Gadget X,Home,5.0,8.59,5.0,3.59,2023-04
T0626,C028,P004,2023-11-02,3,15.92,Alicia Solis,F,61,Steventown,Gadget Y,Home,8.0,47.76,24.0,23.759999999999998,2023-11
T0627,C057,P002,2023-02-19,1,20.83,Mrs. Patricia Williams,F,52,Reevesfurt,Widget B,Electronics,12.0,20.83,12.0,8.829999999999998,2023-02
T0628,C047,P001,2023-01-16,4,12.35,Katherine Espinoza,F,26,South Gary,Widget A,Electronics,7.0,49.4,28.0,21.4,2023-01
T0629,C088,P003,2023-08-30,3,10.0,Frank Bennett,F,42,Lewisport,Gadget X,Home,5.0,30.0,15.0,15.0,2023-08
T0630,C070,P003,2023-01-20,2,8.27,John Marshall,M,61,East Jenna,Gadget X,Home,5.0,16.54,10.0,6.539999999999999,2023-01
T0631,C008,P004,2023-05-29,2,11.6,Leslie Lee,M,36,Paulburgh,Gadget Y,Home,8.0,23.2,16.0,7.199999999999999,2023-05
T0632,C036,P002,2023-04-08,3,21.1,Kimberly Cross,M,61,South Reginald,Widget B,Electronics,12.0,63.300000000000004,36.0,27.300000000000004,2023-04
T0633,C016,P004,2023-06-10,1,10.83,Benjamin Brown,M,20,New Jason,Gadget Y,Home,8.0,10.83,8.0,2.83,2023-06
T0634,C012,P002,2023-02-08,4,23.72,John Bright,M,41,Cynthiaburgh,Widget B,Electronics,12.0,94.88,48.0,46.879999999999995,2023-02
T0635,C083,P005,2023-08-12,3,27.54,Ian Thompson,F,62,Reedberg,Tool Z,Outdoors,15.0,82.62,45.0,37.620000000000005,2023-08
T0636,C003,P001,2023-12-25,3,13.23,Erika Wiley,F,32,New John,Widget A,Electronics,7.0,39.69,21.0,18.689999999999998,2023-12
T0637,C043,P002,2023-03-16,3,18.77,Robert Morales,M,35,East Cristinaview,Widget B,Electronics,12.0,56.31,36.0,20.310000000000002,2023-03
T0638,C017,P005,2023-07-16,3,27.95,Todd Chavez,F,39,Austinburgh,Tool Z,Outdoors,15.0,83.85,45.0,38.849999999999994,2023-07
T0639,C027,P001,2023-08-18,1,12.04,Jennifer Black,M,39,Gibsonmouth,Widget A,Electronics,7.0,12.04,7.0,5.039999999999999,2023-08
T0640,C098,P005,2023-07-03,4,20.76,Jonathan Snyder,F,41,Lake Amandaland,Tool Z,Outdoors,15.0,83.04,60.0,23.040000000000006,2023-07
T0641,C027,P005,2023-01-20,4,23.77,Jennifer Black,M,39,Gibsonmouth,Tool Z,Outdoors,15.0,95.08,60.0,35.08,2023-01
T0642,C028,P002,2023-07-13,3,21.08,Alicia Solis,F,61,Steventown,Widget B,Electronics,12.0,63.239999999999995,36.0,27.239999999999995,2023-07
T0643,C043,P002,2023-01-05,4,18.63,Robert Morales,M,35,East Cristinaview,Widget B,Electronics,12.0,74.52,48.0,26.519999999999996,2023-01
T0644,C077,P001,2023-11-02,3,8.77,Andrea Fisher,F,25,North Janicebury,Widget A,Electronics,7.0,26.31,21.0,5.309999999999999,2023-11
T0645,C036,P002,2023-07-14,3,22.12,Kimberly Cross,M,61,South Reginald,Widget B,Electronics,12.0,66.36,36.0,30.36,2023-07
T0646,C017,P005,2023-07-15,4,27.49,Todd Chavez,F,39,Austinburgh,Tool Z,Outdoors,15.0,109.96,60.0,49.959999999999994,2023-07
T0647,C033,P002,2023-02-10,1,21.48,Jennifer Vincent,F,33,Port Gary,Widget B,Electronics,12.0,21.48,12.0,9.48,2023-02
T0648,C015,P001,2023-10-25,1,13.36,Jesse Garrett,M,41,South Danieltown,Widget A,Electronics,7.0,13.36,7.0,6.359999999999999,2023-10
T0649,C017,P001,2023-01-30,2,13.31,Todd Chavez,F,39,Austinburgh,Widget A,Electronics,7.0,26.62,14.0,12.620000000000001,2023-01
T0650,C046,P002,2023-12-07,2,14.63,Rachel Moran,M,31,Garciahaven,Widget B,Electronics,12.0,29.26,24.0,5.260000000000002,2023-12
T0651,C076,P003,2023-07-29,2,9.96,Kim Larson,M,32,Oliviamouth,Gadget X,Home,5.0,19.92,10.0,9.920000000000002,2023-07
T0652,C003,P002,2023-12-23,3,22.8,Erika Wiley,F,32,New John,Widget B,Electronics,12.0,68.4,36.0,32.400000000000006,2023-12
T0653,C034,P001,2023-02-06,1,10.55,Matthew Taylor,F,32,Harrisonmouth,Widget A,Electronics,7.0,10.55,7.0,3.5500000000000007,2023-02
T0654,C017,P004,2023-06-21,4,14.71,Todd Chavez,F,39,Austinburgh,Gadget Y,Home,8.0,58.84,32.0,26.840000000000003,2023-06
T0655,C068,P001,2023-11-26,3,8.45,John Martin,F,35,New Michaelaborough,Widget A,Electronics,7.0,25.349999999999998,21.0,4.349999999999998,2023-11
T0656,C096,P001,2023-09-17,1,12.7,Jennifer Mccoy,M,24,New Kristinmouth,Widget A,Electronics,7.0,12.7,7.0,5.699999999999999,2023-09
T0657,C061,P004,2023-03-30,1,9.84,Brad Smith,M,57,Ericaton,Gadget Y,Home,8.0,9.84,8.0,1.8399999999999999,2023-03
T0658,C100,P003,2023-08-15,4,8.51,Elizabeth Young,F,61,East Rebeccamouth,Gadget X,Home,5.0,34.04,20.0,14.04,2023-08
T0659,C066,P005,2023-12-20,4,21.26,Ronald Williams,F,21,Conleyburgh,Tool Z,Outdoors,15.0,85.04,60.0,25.040000000000006,2023-12
T0660,C014,P004,2023-04-05,1,14.52,Valerie Adkins,M,57,Kingville,Gadget Y,Home,8.0,14.52,8.0,6.52,2023-04
T0661,C065,P002,2023-02-14,1,17.63,Sherry Stewart,F,59,Jordanburgh,Widget B,Electronics,12.0,17.63,12.0,5.629999999999999,2023-02
T0662,C079,P001,2023-04-17,4,12.53,Joseph Collins DVM,F,40,Frostville,Widget A,Electronics,7.0,50.12,28.0,22.119999999999997,2023-04
T0663,C094,P005,2023-01-27,2,18.04,Derrick Howard,M,18,Lake Samuelberg,Tool Z,Outdoors,15.0,36.08,30.0,6.079999999999998,2023-01
T0664,C039,P004,2023-10-31,1,11.87,Jesus Dawson,F,24,New Jasmine,Gadget Y,Home,8.0,11.87,8.0,3.869999999999999,2023-10
T0665,C083,P001,2023-12-23,2,13.18,Ian Thompson,F,62,Reedberg,Widget A,Electronics,7.0,26.36,14.0,12.36,2023-12
T0666,C008,P004,2023-01-28,2,11.1,Leslie Lee,M,36,Paulburgh,Gadget Y,Home,8.0,22.2,16.0,6.199999999999999,2023-01
T0667,C052,P004,2023-02-08,1,11.37,Michael Mcguire,F,64,Lake Jasonville,Gadget Y,Home,8.0,11.37,8.0,3.369999999999999,2023-02
T0668,C088,P001,2023-01-10,1,13.93,Frank Bennett,F,42,Lewisport,Widget A,Electronics,7.0,13.93,7.0,6.93,2023-01
T0669,C063,P004,2023-09-08,1,10.3,Wendy Walsh,M,19,Lake Lindsaystad,Gadget Y,Home,8.0,10.3,8.0,2.3000000000000007,2023-09
T0670,C010,P001,2023-10-01,1,12.21,Todd Hughes,M,28,Territown,Widget A,Electronics,7.0,12.21,7.0,5.210000000000001,2023-10
T0671,C042,P005,2023-05-20,4,29.48,Christopher Hodges,F,56,North Heather,Tool Z,Outdoors,15.0,117.92,60.0,57.92,2023-05
T0672,C019,P001,2023-07-04,1,12.8,Jason Davis,F,41,New Jessicafort,Widget A,Electronics,7.0,12.8,7.0,5.800000000000001,2023-07
T0673,C017,P003,2023-10-27,3,8.35,Todd Chavez,F,39,Austinburgh,Gadget X,Home,5.0,25.049999999999997,15.0,10.049999999999997,2023-10
T0674,C080,P005,2023-03-09,3,28.55,Dylan Wright,F,57,Lake Ericfurt,Tool Z,Outdoors,15.0,85.65,45.0,40.650000000000006,2023-03
T0675,C071,P003,2023-10-09,2,8.4,Ann Stewart,M,51,Cannonshire,Gadget X,Home,5.0,16.8,10.0,6.800000000000001,2023-10
T0676,C049,P005,2023-01-26,2,25.36,Heather Hood MD,M,19,Dominguezberg,Tool Z,Outdoors,15.0,50.72,30.0,20.72,2023-01
T0677,C068,P003,2023-05-23,1,8.97,John Martin,F,35,New Michaelaborough,Gadget X,Home,5.0,8.97,5.0,3.9700000000000006,2023-05
T0678,C059,P005,2023-04-03,4,20.78,Shane Cruz,F,34,Jasonside,Tool Z,Outdoors,15.0,83.12,60.0,23.120000000000005,2023-04
T0679,C078,P004,2023-08-02,4,14.96,Deanna Green,M,31,New Christopher,Gadget Y,Home,8.0,59.84,32.0,27.840000000000003,2023-08
T0680,C013,P001,2023-08-01,2,11.8,Travis Kim,M,53,North Gary,Widget A,Electronics,7.0,23.6,14.0,9.600000000000001,2023-08
T0681,C084,P005,2023-10-05,1,19.44,Toni Nixon,M,35,South Deborahburgh,Tool Z,Outdoors,15.0,19.44,15.0,4.440000000000001,2023-10
T0682,C093,P002,2023-12-24,3,16.09,Patrick Wood,M,62,New Devin,Widget B,Electronics,12.0,48.269999999999996,36.0,12.269999999999996,2023-12
T0683,C056,P004,2023-02-13,2,9.84,Brandon Payne,F,64,Washingtonburgh,Gadget Y,Home,8.0,19.68,16.0,3.6799999999999997,2023-02
T0684,C030,P004,2023-01-31,2,14.59,Whitney Carter,M,44,West Stephanie,Gadget Y,Home,8.0,29.18,16.0,13.18,2023-01
T0685,C044,P004,2023-12-18,2,14.72,Robert Zuniga,M,21,Carrilloside,Gadget Y,Home,8.0,29.44,16.0,13.440000000000001,2023-12
T0686,C052,P004,2023-07-24,2,15.8,Michael Mcguire,F,64,Lake Jasonville,Gadget Y,Home,8.0,31.6,16.0,15.600000000000001,2023-07
T0687,C094,P001,2023-02-03,1,11.3,Derrick Howard,M,18,Lake Samuelberg,Widget A,Electronics,7.0,11.3,7.0,4.300000000000001,2023-02
T0688,C041,P004,2023-11-09,4,15.97,Lynn Pruitt,F,26,Sullivanfort,Gadget Y,Home,8.0,63.88,32.0,31.880000000000003,2023-11
T0689,C041,P003,2023-04-25,1,7.04,Lynn Pruitt,F,26,Sullivanfort,Gadget X,Home,5.0,7.04,5.0,2.04,2023-04
T0690,C048,P002,2023-05-26,3,21.68,Sheila Johnson,M,43,Susanhaven,Widget B,Electronics,12.0,65.03999999999999,36.0,29.039999999999992,2023-05
T0691,C088,P004,2023-07-17,2,15.98,Frank Bennett,F,42,Lewisport,Gadget Y,Home,8.0,31.96,16.0,15.96,2023-07
T0692,C009,P001,2023-11-25,3,12.97,Laurie Sparks,F,40,South Robert,Widget A,Electronics,7.0,38.910000000000004,21.0,17.910000000000004,2023-11
T0693,C011,P001,2023-10-03,2,11.89,John Robinson,M,28,East Wayne,Widget A,Electronics,7.0,23.78,14.0,9.780000000000001,2023-10
T0694,C056,P001,2023-03-21,1,11.41,Brandon Payne,F,64,Washingtonburgh,Widget A,Electronics,7.0,11.41,7.0,4.41,2023-03
T0695,C096,P003,2023-05-10,1,9.58,Jennifer Mccoy,M,24,New Kristinmouth,Gadget X,Home,5.0,9.58,5.0,4.58,2023-05
T0696,C017,P005,2023-05-14,1,19.1,Todd Chavez,F,39,Austinburgh,Tool Z,Outdoors,15.0,19.1,15.0,4.100000000000001,2023-05
T0697,C008,P005,2023-10-18,1,22.69,Leslie Lee,M,36,Paulburgh,Tool Z,Outdoors,15.0,22.69,15.0,7.690000000000001,2023-10
T0698,C072,P005,2023-12-16,3,19.55,Ms. Brenda Williams DDS,F,27,Meyersbury,Tool Z,Outdoors,15.0,58.650000000000006,45.0,13.650000000000006,2023-12
T0699,C043,P001,2023-04-02,1,8.65,Robert Morales,M,35,East Cristinaview,Widget A,Electronics,7.0,8.65,7.0,1.6500000000000004,2023-04
T0700,C053,P003,2023-03-23,2,9.45,Michele Smith,F,24,Port Shawn,Gadget X,Home,5.0,18.9,10.0,8.899999999999999,2023-03
T0701,C086,P004,2023-10-15,1,11.71,Isaac Doyle,F,41,Gardnermouth,Gadget Y,Home,8.0,11.71,8.0,3.710000000000001,2023-10
T0702,C093,P001,2023-02-04,1,11.48,Patrick Wood,M,62,New Devin,Widget A,Electronics,7.0,11.48,7.0,4.48,2023-02
T0703,C037,P005,2023-03-10,3,21.38,Crystal Cox,F,20,Carrilloland,Tool Z,Outdoors,15.0,64.14,45.0,19.14,2023-03
T0704,C040,P003,2023-10-09,4,7.49,Jerry Stephens,M,38,North Barry,Gadget X,Home,5.0,29.96,20.0,9.96,2023-10
T0705,C014,P005,2023-01-30,4,26.35,Valerie Adkins,M,57,Kingville,Tool Z,Outdoors,15.0,105.4,60.0,45.400000000000006,2023-01
T0706,C065,P002,2023-04-17,4,19.16,Sherry Stewart,F,59,Jordanburgh,Widget B,Electronics,12.0,76.64,48.0,28.64,2023-04
T0707,C020,P004,2023-10-17,2,15.76,Michael Frost,F,61,South Brittanystad,Gadget Y,Home,8.0,31.52,16.0,15.52,2023-10
T0708,C029,P001,2023-08-21,4,12.23,Danielle Parker,M,42,South Richardport,Widget A,Electronics,7.0,48.92,28.0,20.92,2023-08
T0709,C045,P005,2023-08-01,1,29.9,William Monroe,M,42,Ayalachester,Tool Z,Outdoors,15.0,29.9,15.0,14.899999999999999,2023-08
T0710,C048,P001,2023-12-09,2,11.17,Sheila Johnson,M,43,Susanhaven,Widget A,Electronics,7.0,22.34,14.0,8.34,2023-12
T0711,C098,P003,2023-10-19,4,8.06,Jonathan Snyder,F,41,Lake Amandaland,Gadget X,Home,5.0,32.24,20.0,12.240000000000002,2023-10
T0712,C074,P002,2023-10-31,3,22.32,Michael Thompson,F,31,North Henryburgh,Widget B,Electronics,12.0,66.96000000000001,36.0,30.960000000000008,2023-10
T0713,C055,P005,2023-05-23,4,25.95,Tina Dunn,M,25,Aarontown,Tool Z,Outdoors,15.0,103.8,60.0,43.8,2023-05
T0714,C099,P005,2023-01-06,4,24.79,Robert Carter,M,18,Westmouth,Tool Z,Outdoors,15.0,99.16,60.0,39.16,2023-01
T0715,C079,P005,2023-04-17,1,26.81,Joseph Collins DVM,F,40,Frostville,Tool Z,Outdoors,15.0,26.81,15.0,11.809999999999999,2023-04
T0716,C004,P005,2023-02-16,4,27.57,Christine Burns,M,60,Port Kimberlyville,Tool Z,Outdoors,15.0,110.28,60.0,50.28,2023-02
T0717,C085,P003,2023-02-04,4,6.98,Heather Anderson,M,64,Suzanneside,Gadget X,Home,5.0,27.92,20.0,7.920000000000002,2023-02
T0718,C004,P002,2023-05-23,3,22.73,Christine Burns,M,60,Port Kimberlyville,Widget B,Electronics,12.0,68.19,36.0,32.19,2023-05
T0719,C035,P003,2023-03-26,1,7.34,Lynn Jensen,F,64,New Monica,Gadget X,Home,5.0,7.34,5.0,2.34,2023-03
T0720,C044,P003,2023-01-09,1,8.79,Robert Zuniga,M,21,Carrilloside,Gadget X,Home,5.0,8.79,5.0,3.789999999999999,2023-01
T0721,C001,P002,2023-07-31,2,15.42,Paula Hall,M,56,Alexiston,Widget B,Electronics,12.0,30.84,24.0,6.84,2023-07
T0722,C019,P005,2023-08-25,3,27.03,Jason Davis,F,41,New Jessicafort,Tool Z,Outdoors,15.0,81.09,45.0,36.09,2023-08
T0723,C085,P004,2023-10-02,3,15.24,Heather Anderson,M,64,Suzanneside,Gadget Y,Home,8.0,45.72,24.0,21.72,2023-10
T0724,C009,P002,2023-07-11,1,22.77,Laurie Sparks,F,40,South Robert,Widget B,Electronics,12.0,22.77,12.0,10.77,2023-07
T0725,C095,P001,2023-01-03,3,13.32,Thomas Cooper,M,42,East Beverly,Widget A,Electronics,7.0,39.96,21.0,18.96,2023-01
T0726,C012,P005,2023-12-13,2,19.55,John Bright,M,41,Cynthiaburgh,Tool Z,Outdoors,15.0,39.1,30.0,9.100000000000001,2023-12
T0727,C028,P004,2023-04-24,3,11.06,Alicia Solis,F,61,Steventown,Gadget Y,Home,8.0,33.18,24.0,9.18,2023-04
